quantity,value,note
max_hole_drift_ps_p16,625.2434713887308,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_p84,625.2434755489106,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
tcad_temperature_K,300.0,V4.1 model configuration
tcad_anode_bias_V,-590.0,V4.1 model configuration
tcad_cathode_bias_V,0.0,V4.1 model configuration
tcad_avalanche_model,Okuto,V4.1 model configuration
radiation_state,treated_as_preirradiation_no_traps_in_evidence,V4.1 model configuration
velocity_model,tcad_effective_mobility_times_electric_field,V4.1 model configuration
electron_mobility_cm2_Vs,1350.0,V4.1 model configuration
hole_mobility_cm2_Vs,480.0,V4.1 model configuration
electron_saturation_velocity_cm_s,10700000.0,V4.1 model configuration
hole_saturation_velocity_cm_s,8370000.0,V4.1 model configuration
weighting_model,linear_parallel_plate_diagnostic,V4.1 model configuration
charge_model,no_trapping_full_collection_q_times_electron_multiplication,V4.1 model configuration
active_field_threshold_V_per_cm,1000.0,V4.1 model configuration
