quantity,value,note
input_step_rows,514556.0,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
used_edep_steps,487380.0,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
events_with_edep,10000.0,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_fC_mean,1.120072203704209,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_fC_median,0.6339322193658936,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_fC_mpv_hist,0.5551401531233937,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_fC_p16,0.5031708957614897,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_fC_p84,0.9046507441652354,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
preirradiation_full_collection_charge_fC_mean,10.892913759021937,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
preirradiation_full_collection_charge_fC_median,6.145745345757396,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
preirradiation_full_collection_charge_fC_mpv_hist,5.210835428124117,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
preirradiation_full_collection_charge_fC_p16,4.864885555460732,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
preirradiation_full_collection_charge_fC_p84,8.775721765169484,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
effective_electron_multiplication_mean,9.691546348975274,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
effective_electron_multiplication_median,9.762457239425839,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
effective_electron_multiplication_mpv_hist,9.807342020566434,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
effective_electron_multiplication_p16,9.61114127610633,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
effective_electron_multiplication_p84,9.84995346455693,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_electron_induced_charge_fC_mean,0.5989429355528447,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_electron_induced_charge_fC_median,0.3109909245194205,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_electron_induced_charge_fC_mpv_hist,0.28090690260382645,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_electron_induced_charge_fC_p16,0.2443484277130136,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_electron_induced_charge_fC_p84,0.45019019402777893,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_hole_induced_charge_fC_mean,0.5211292681513643,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_hole_induced_charge_fC_median,0.3114555147209179,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_hole_induced_charge_fC_mpv_hist,0.27539814280917574,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_hole_induced_charge_fC_p16,0.2451891670818868,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_hole_induced_charge_fC_p84,0.45287068492040794,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_electron_drift_ps_mean,281.6984023284457,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_electron_drift_ps_median,278.7958104830341,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_electron_drift_ps_mpv_hist,269.15845016566277,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_electron_drift_ps_p16,241.84362674581465,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_electron_drift_ps_p84,317.4872017296895,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_hole_drift_ps_mean,3408.4575167422227,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_hole_drift_ps_median,3418.9395329883682,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_hole_drift_ps_mpv_hist,3406.827497618101,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_hole_drift_ps_p16,3353.8958949353555,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
primary_charge_weighted_hole_drift_ps_p84,3477.027698406477,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
gain_charge_weighted_electron_drift_ps_mean,286.45728747621024,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
gain_charge_weighted_electron_drift_ps_median,283.23181100623435,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
gain_charge_weighted_electron_drift_ps_mpv_hist,277.2838974020509,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
gain_charge_weighted_electron_drift_ps_p16,246.7876026343266,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
gain_charge_weighted_electron_drift_ps_p84,321.67662948127406,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_electron_drift_ps_mean,1204.2123056533176,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_electron_drift_ps_median,1233.3003280060782,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_electron_drift_ps_mpv_hist,1225.5922009560402,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_electron_drift_ps_p16,1233.3003280060782,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_electron_drift_ps_p84,1233.3003280060782,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_mean,3800.354981883938,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_median,3800.9683863790447,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_mpv_hist,3777.2123419269883,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_p16,3800.9683855512844,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
max_hole_drift_ps_p84,3800.968387887674,LGAD_V4_TCADBiasFieldResponse/outputs/data/runs/lgad_v4_response_mip_120gev_10000_20260618/step_hits.csv
tcad_temperature_K,300.0,V4.1 model configuration
tcad_anode_bias_V,-590.0,V4.1 model configuration
tcad_cathode_bias_V,0.0,V4.1 model configuration
tcad_avalanche_model,Okuto,V4.1 model configuration
radiation_state,treated_as_preirradiation_no_traps_in_evidence,V4.1 model configuration
velocity_model,configurable_smooth_saturation_surrogate_timing_only,V4.1 model configuration
electron_mobility_cm2_Vs,1350.0,V4.1 model configuration
hole_mobility_cm2_Vs,480.0,V4.1 model configuration
electron_saturation_velocity_cm_s,10700000.0,V4.1 model configuration
hole_saturation_velocity_cm_s,8370000.0,V4.1 model configuration
weighting_model,linear_parallel_plate_diagnostic,V4.1 model configuration
charge_model,no_trapping_full_collection_q_times_electron_multiplication,V4.1 model configuration
